Mailing ID,MailingRefCode,URL Text,Date,Month,Day of Week,Time,Unique Click,Gross Clicks,CTR,CTOR
5655139,no ID,"http://www.merrell.com/US/en-us/Product.mvc.aspx/W-F-F/12448W/37159/Gender-Gallery-Root/Women/Footwear/Filters/Womens/Chameleon-Arc-GORE-TEX-XCR/Dark-Earth/J87786?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,15,16,0.0419254251500144%,0.364797081623347%
5655139,no ID,"http://www.merrell.com/US/en-us/Product.mvc.aspx/W-A-F/16545W/38050/Gender-Gallery-Root/Women/Apparel/Filters/Womens/Stride/Blue-Spruce/J1002680-403?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,10,12,0.0314440688625108%,0.27359781121751%
5655139,no ID,"http://www.facebook.com/merrell#/merrell?v=app_4949752878&viewas=0",9/9/2009,September,Wednesday,2:05 PM,9,10,0.026203390718759%,0.227998176014592%
5655139,no ID,"http://twitter.com/merrelloutside",9/9/2009,September,Wednesday,2:05 PM,10,11,0.0288237297906349%,0.250797993616051%
5655139,no ID,"http://www.merrell.com/US/en-us/Static/Dealer.mvc.aspx?cid=mer-090809",9/9/2009,September,Wednesday,2:05 PM,2,2,0.0052406781437518%,0.0455996352029184%
5655139,no ID,"http://www.merrell.com/US/Home.aspx?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,28,34,0.0890915284437806%,0.775193798449612%
5655139,no ID,"http://www.merrell.com/US/en-us/Static/Contact.mvc.aspx?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,1,1,0.0026203390718759%,0.0227998176014592%
5655139,no ID,"http://www.merrell.com/US/en-us/Static/Legal.mvc.aspx?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,2,2,0.0052406781437518%,0.0455996352029184%
5655139,no ID,"http://www.merrell.com/US/en-us/Gallery.mvc.aspx/M-A/Gender-Gallery-Root/Men/Apparel?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,12,12,0.0314440688625108%,0.27359781121751%
5655139,no ID,"http://www.merrell.com/US/en-us/Gallery.mvc.aspx/M-F/Gender-Gallery-Root/Men/Footwear?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,17,18,0.0471661032937662%,0.410396716826265%
5655139,no ID,"http://www.merrell.com/US/en-us/Gallery.mvc.aspx/M-PBA/Gender-Gallery-Root/Men/Packs,-Bags-Accessories?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,6,6,0.0157220344312554%,0.136798905608755%
5655139,no ID,"http://www.merrell.com/US/en-us/Gallery.mvc.aspx/W-A/Gender-Gallery-Root/Women/Apparel?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,7,7,0.0183423735031313%,0.159598723210214%
5655139,no ID,"http://www.merrell.com/US/en-us/Gallery.mvc.aspx/W-F/Gender-Gallery-Root/Women/Footwear?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,6,6,0.0157220344312554%,0.136798905608755%
5655139,no ID,"http://www.merrell.com/US/en-us/Gallery.mvc.aspx/W-PBA/Gender-Gallery-Root/Women/Packs,-Bags-Accessories?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,4,4,0.0104813562875036%,0.0911992704058368%
5655139,no ID,"http://www.merrell.com/US/en-us/Gallery.mvc.aspx/K-F/Gender-Gallery-Root/Kids/Footwear?cid=mer-090809-outside",9/9/2009,September,Wednesday,2:05 PM,2,2,0.0052406781437518%,0.0455996352029184%
5655139,no ID,"http://www.facebook.com/merrell#/merrell?v=app_2347471856&viewas=1306542580",9/9/2009,September,Wednesday,2:05 PM,232,251,0.657705107040851%,5.72275421796626%
5652244,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341274&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:21 AM,1,1,0.204918032786885%,3.03030303030303%
5652583,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341274&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,98,103,0.131323949408405%,2.13737289894169%
5652244,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341275&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:21 AM,1,1,0.204918032786885%,3.03030303030303%
5652583,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341275&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,160,174,0.221848225214198%,3.6107076156879%
5652244,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341281&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:21 AM,2,2,0.409836065573771%,6.06060606060606%
5652583,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341281&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,126,133,0.169573643410853%,2.75990869474995%
5652583,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341283&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,87,96,0.122399020807834%,1.99211454658643%
5652583,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341289&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,43,45,0.057374541003672%,0.933803693712388%
5652583,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341279&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie79&eresponse=1&mc=new_beanie79_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,84,86,0.109649122807018%,1.78460261465034%
5652583,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie79_090809&email=[merge members_.emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,2,2,0.0025499796001632%,0.0415023863872173%
5652244,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie79_090809&email=[merge members_.emailaddr_]",9/8/2009,September,Tuesday,11:21 AM,1,1,0.204918032786885%,3.03030303030303%
5652583,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie79_090809&email=[merge members_.emailaddr_]",9/8/2009,September,Tuesday,12:48 PM,102,108,0.137698898408813%,2.24112886490973%
5652245,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341601&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:37 AM,2,2,0.408163265306122%,3.57142857142857%
5653372,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341601&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,202,212,0.253330943418773%,2.46942341292953%
5652245,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341605&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:37 AM,2,2,0.408163265306122%,3.57142857142857%
5653372,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341605&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,342,355,0.424209834498417%,4.13511939429237%
5652245,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341608&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:37 AM,2,2,0.408163265306122%,3.57142857142857%
5653372,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341608&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,235,243,0.290374619107367%,2.83051834595224%
5652245,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341611&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:37 AM,1,1,0.204081632653061%,1.78571428571429%
5653372,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341611&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,157,171,0.204337694927406%,1.99184624344787%
5653372,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341612&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,69,74,0.088426838740515%,0.861968549796156%
5653372,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341602&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie80&eresponse=1&mc=new_beanie80_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,194,209,0.249746071577941%,2.43447874199185%
5653372,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie80_090809&email=[merge members_.emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,3,3,0.00358487184083169%,0.034944670937682%
5652245,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie80_090809&email=[merge members_.emailaddr_]",9/8/2009,September,Tuesday,11:37 AM,1,1,0.204081632653061%,1.78571428571429%
5653372,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie80_090809&email=[merge members_.emailaddr_]",9/8/2009,September,Tuesday,6:00 PM,184,199,0.237796498775169%,2.31799650553291%
5652246,no ID,"http://racefansonly.net/r5/navigate.asp?listing_id=3341686&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen3%2Findex%2Ephp%3Fref%3Dbeanie81&eresponse=1&mc=beanie_offer81_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:47 AM,8,9,1.85185185185185%,14.5161290322581%
5654366,no ID,"http://racefansonly.net/r5/navigate.asp?listing_id=3341686&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen3%2Findex%2Ephp%3Fref%3Dbeanie81&eresponse=1&mc=beanie_offer81_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,7:43 AM,54,57,1.19346733668342%,11.3095238095238%
5652246,no ID,"http://racefansonly.net/r5/mailingaction.asp?mail_action_type=3&mailing_ref_code=Beanie_Offer81_090809&email=[emailaddr_]",9/8/2009,September,Tuesday,11:47 AM,2,2,0.411522633744856%,3.2258064516129%
5654366,no ID,"http://racefansonly.net/r5/mailingaction.asp?mail_action_type=3&mailing_ref_code=Beanie_Offer81_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,7:43 AM,14,14,0.293132328308208%,2.77777777777778%
5654029,no ID,"http://www.dealernews.com/",9/9/2009,September,Wednesday,6:34 AM,1,1,0.245700245700246%,0.574712643678161%
5654068,no ID,"http://www.dealernews.com/",9/9/2009,September,Wednesday,6:41 AM,24,30,0.383043922369765%,1.14678899082569%
5654029,no ID,"http://dealernews.hotims.com/r5/search.asp?action=catform-eresp&switch_issue_id=27072&mc=DealerNews_AugSep2009&email=[emailaddr_]&eresponse=1",9/9/2009,September,Wednesday,6:34 AM,18,20,4.91400491400491%,11.4942528735632%
5654068,no ID,"http://dealernews.hotims.com/r5/search.asp?action=catform-eresp&switch_issue_id=27072&mc=DealerNews_AugSep2009&email=[emailaddr_]&eresponse=1",9/9/2009,September,Wednesday,6:41 AM,208,225,2.87282941777324%,8.60091743119266%
5654029,no ID,"http://dealernews.hotims.com/r5/mailingaction.asp?mail_action_type=3&mailing_ref_code=DealerNews_AugSep2009&email=[emailaddr_]",9/9/2009,September,Wednesday,6:34 AM,2,2,0.491400491400491%,1.14942528735632%
5654068,no ID,"http://dealernews.hotims.com/r5/mailingaction.asp?mail_action_type=3&mailing_ref_code=DealerNews_AugSep2009&email=[emailaddr_]",9/9/2009,September,Wednesday,6:41 AM,22,27,0.344739530132789%,1.03211009174312%
5654068,no ID,"http://dealernews.hotims.com/r5/search.asp?action=search-eresp&return_by_category=y&switch_issue_id=27072&mc=DealerNews_AugSep2009&email=[emailaddr_]&eresponse=1",9/9/2009,September,Wednesday,6:41 AM,4,4,0.0510725229826353%,0.152905198776758%
5654370,no ID,"http://foundry.hotims.com/r5/search.asp?action=catform-eresp&switch_issue_id=26788&mc=FMT_August2009&email=[emailaddr_]&eresponse=1",9/9/2009,September,Wednesday,7:54 AM,1,3,0.0549551199853453%,0.205620287868403%
5654370,no ID,"http://foundry.hotims.com/r5/navigate.asp?listing_id=3331900&access=38&location=www%2Eguardiansoft%2Ecom&eresponse=1&mc=fmt_august2009&email=[emailaddr_]",9/9/2009,September,Wednesday,7:54 AM,7,7,0.128228613299139%,0.47978067169294%
5654273,no ID,"http://foundry.hotims.com/r5/navigate.asp?listing_id=3331902&access=38&location=www%2Eashland%2Ecom&eresponse=1&mc=fmt_august2009&email=[emailaddr_]",9/9/2009,September,Wednesday,7:14 AM,2,2,0.561797752808989%,1.92307692307692%
5654370,no ID,"http://foundry.hotims.com/r5/navigate.asp?listing_id=3331902&access=38&location=www%2Eashland%2Ecom&eresponse=1&mc=fmt_august2009&email=[emailaddr_]",9/9/2009,September,Wednesday,7:54 AM,7,8,0.146546986627587%,0.548320767649075%
5654370,no ID,"http://foundry.hotims.com/r5/navigate.asp?listing_id=3331906&access=38&location=www%2Eblinfo%2Ecom&eresponse=1&mc=fmt_august2009&email=[emailaddr_]",9/9/2009,September,Wednesday,7:54 AM,3,3,0.0549551199853453%,0.205620287868403%
5654273,no ID,"https://home.smart-login.net/cscspref/GenericPref.aspx?O18.78.63067&email=[emailaddr_]",9/9/2009,September,Wednesday,7:14 AM,1,1,0.280898876404494%,0.961538461538462%
5654370,no ID,"https://home.smart-login.net/cscspref/GenericPref.aspx?O18.78.63067&email=[emailaddr_]",9/9/2009,September,Wednesday,7:54 AM,22,22,0.403004213225866%,1.50788211103496%
5687348,no ID,"https://home.smart-login.net/cscspref/GenericPref.aspx?O18.78.63067&email=[emailaddr_]",10/1/2009,October,Thursday,6:25 AM,7,8,0.151085930122757%,0.687285223367698%
5768522,no ID,"https://home.smart-login.net/cscspref/GenericPref.aspx?O18.78.63067&email=[emailaddr_]",10/28/2009,October,Wednesday,8:50 AM,11,13,0.246819821530283%,1.08063175394846%
5654370,no ID,"http://www.penton.com/Pages/PrivacyStatement.aspx",9/9/2009,September,Wednesday,7:54 AM,1,1,0.0183183733284484%,0.0685400959561343%
5673791,no ID,"http://www.penton.com/Pages/PrivacyStatement.aspx",9/23/2009,September,Wednesday,7:34 AM,1,1,0.00851281178173151%,0.0419991600167997%
5687348,no ID,"http://www.penton.com/Pages/PrivacyStatement.aspx",10/1/2009,October,Thursday,6:25 AM,1,1,0.0188857412653447%,0.0859106529209622%
5654273,no ID,"http://foundry.hotims.com/r5/search.asp?action=search-eresp&return_by_category=y&switch_issue_id=26788&mc=FMT_August2009&email=[emailaddr_]&eresponse=1",9/9/2009,September,Wednesday,7:14 AM,8,13,3.65168539325843%,12.5%
5654370,no ID,"http://foundry.hotims.com/r5/search.asp?action=search-eresp&return_by_category=y&switch_issue_id=26788&mc=FMT_August2009&email=[emailaddr_]&eresponse=1",9/9/2009,September,Wednesday,7:54 AM,117,143,2.61952738596813%,9.80123372172721%
5654373,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341768&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,8:19 AM,1,1,0.203252032520325%,2.94117647058824%
5654923,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341768&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,10:58 AM,135,148,0.203581941731547%,2.76119402985075%
5654373,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341770&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,8:19 AM,1,1,0.203252032520325%,2.94117647058824%
5654923,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341770&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,10:58 AM,209,227,0.312250680899062%,4.23507462686567%
5654373,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341775&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,8:19 AM,1,1,0.203252032520325%,2.94117647058824%
5654923,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341775&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,10:58 AM,110,121,0.166441992902143%,2.25746268656716%
5654923,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341780&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,10:58 AM,41,44,0.0605243610553248%,0.82089552238806%
5654373,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341769&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,8:19 AM,1,1,0.203252032520325%,2.94117647058824%
5654923,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341769&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen13%2Findex%2Ephp%3Fref%3Dbeanie83&eresponse=1&mc=new_beanie83_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,10:58 AM,154,164,0.22559080029712%,3.05970149253731%
5654923,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie83_090809&email=[merge members_.emailaddr_]",9/9/2009,September,Wednesday,10:58 AM,3,3,0.00412666098104487%,0.0559701492537313%
5654376,no ID,"http://racefansonly.net/r5/navigate.asp?listing_id=3341793&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen3%2Findex%2Ephp%3Fref%3Dbeanie84&eresponse=1&mc=beanie_offer84_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,8:31 AM,9,12,2.45398773006135%,26.0869565217391%
5655143,no ID,"http://racefansonly.net/r5/navigate.asp?listing_id=3341793&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen3%2Findex%2Ephp%3Fref%3Dbeanie84&eresponse=1&mc=beanie_offer84_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,4:00 PM,39,51,1.25708651713088%,15.1785714285714%
5654376,no ID,"http://racefansonly.net/r5/mailingaction.asp?mail_action_type=3&mailing_ref_code=Beanie_Offer84_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,8:31 AM,2,2,0.408997955010225%,4.34782608695652%
5655143,no ID,"http://racefansonly.net/r5/mailingaction.asp?mail_action_type=3&mailing_ref_code=Beanie_Offer84_090909&email=[emailaddr_]",9/9/2009,September,Wednesday,4:00 PM,12,13,0.320433818092186%,3.86904761904762%
5654373,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie83_090909&email=[merge members_.emailaddr_]",9/9/2009,September,Wednesday,8:19 AM,1,1,0.203252032520325%,2.94117647058824%
5654923,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=3&mc=New_Beanie83_090909&email=[merge members_.emailaddr_]",9/9/2009,September,Wednesday,10:58 AM,89,95,0.130677597733088%,1.77238805970149%
5655153,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341635&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,8:00 PM,100,109,0.151631077415316%,2.23589743589744%
5655153,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341633&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,8:00 PM,214,237,0.329693260068164%,4.86153846153846%
5654383,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341645&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,9:28 AM,1,1,0.204918032786885%,2.22222222222222%
5655153,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341645&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,8:00 PM,142,154,0.214231063504208%,3.15897435897436%
5655153,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341648&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,8:00 PM,74,86,0.119635528969882%,1.76410256410256%
5655153,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341651&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,8:00 PM,29,32,0.0445155456632121%,0.656410256410256%
5654383,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341638&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,9:28 AM,2,2,0.409836065573771%,4.44444444444444%
5655153,no ID,"http://onmcmail.com/r5/navigate.asp?listing_id=3341638&access=38&location=https%3A%2F%2Fmember%2Eonmc%2Ecom%2Fdata%5Fcollection%2Fenroll%2Fleads%5Fgen12%2Findex%2Ephp%3Fref%3Dbeanie82&eresponse=1&mc=new_beanie82_090809&email=[emailaddr_]",9/9/2009,September,Wednesday,8:00 PM,93,106,0.14745774500939%,2.17435897435897%
5655153,no ID,"http://onmcmail.com/r5/mailingaction.asp?mail_action_type=2&mc=New_Beanie82_090809&email=[merge members_.emailaddr_]",9/9/2009,September,Wednesday,8:00 PM,3,5,0.00695555400987689%,0.102564102564103%
